ph	Hardness	Solids	Chloramines	Sulfate	Conductivity	Organic_carbon	Trihalomethanes	Turbidity	Potability
10.581.385.987.628.200	2.137.764.386.430.200	11.298.450.090.961.000	7.668.897.441.408.550	3.001.846.216.565.560	49.716.912.814.048.700	1.797.129.471.576.400	8.334.530.446.606.000	2.966.945.650.593.860	0
6.138.785.151.951.190	1.584.221.289.921.530	20.129.978.819.791.100	6.812.142.878.738.280	3.522.299.607.158.940	3.738.436.198.842.410	13.417.813.082.753.700	8.073.109.689.533.280	4.677.289.618.268.680	0
5.276.323.544.024.680	18.638.259.033.476.700	4.206.387.440.465.930	6.862.988.074.575.320	3.198.379.854.103.830	3.120.025.326.122.220	189.644.180.949.158	7.139.897.597.610.200	3.883.029.041.117.390	0
6.776.879.087.805.660	18.943.881.271.173.800	19.663.791.311.949.700	8.386.403.518.156.900	3.754.573.452.986.100	4.203.573.923.778.050	14.831.560.048.074.800	61.050.419.702.315.500	3.322.065.006.530.620	0
72.394.159.210.992.400	21.187.282.785.537.600	13.911.826.629.262.700	8.204.071.005.976.030	34.504.398.307.711.700	4.944.169.099.336.760	15.416.474.942.107.700	3.274.561.137.229.610	4.531.825.294.993.100	0
840.876.623.110.244	2.107.954.061.081.740	276.623.971.005.681	66.342.101.132.597.800	2.916.876.534.902.010	5.555.809.780.414.640	12.344.834.054.962.300	670.618.235.577.468	2.372.791.476.751.060	0
73.669.152.841.286.300	1.850.435.966.854.510	14.151.760.083.229.800	5.584.369.157.426.570	3.245.704.590.928.800	3.369.568.673.447.200	15.233.825.865.303.800	4.999.703.388.737.540	3.051.316.562.922.500	0
7.856.471.100.461.370	20.478.342.811.191.300	5.619.135.557.865.840	5.816.703.197.883.760	3.435.454.193.290.750	4.320.431.197.634.570	14.947.720.392.496.300	5.596.161.317.869.340	4.534.681.098.281.890	0
5.158.396.409.506.490	18.929.578.865.279.500	3.508.639.696.295.490	67.361.180.268.094.800	34.087.181.907.360.000	3.315.867.257.915.910	12.909.797.813.297.800	6.134.466.370.036.790	4.645.852.434.791.940	0
4.443.850.856.498.070	2.401.679.011.693.040	24.070.263.650.635.400	9.768.406.488.617.060	3.380.524.372.173.980	5.339.686.469.612.030	11.877.581.684.861.100	690.365.227.600.328	5.038.118.946.233.020	0
8.247.148.271.309.290	1.759.118.303.359.520	9.913.963.345.655.570	497.450.612.352.311	3.244.333.076.993.700	3.022.004.960.220.480	11.070.511.434.752.600	7.143.816.536.402.360	3.941.969.260.461.580	0
4.902.158.988.606.670	21.464.375.583.835.400	28.278.789.275.634.000	9.915.647.165.119.750	33.713.755.297.380.300	3.750.363.685.009.950	1.550.314.419.697.010	6.159.103.601.226.180	34.990.485.229.149.100	0
686.313.624.993.993	19.458.665.933.625.800	23.610.517.563.168.300	8.193.416.004.409.770	3.467.680.518.629.700	4.392.296.156.309.020	14.659.740.899.108.200	8.902.719.616.674.970	4.319.777.194.854.650	0
66.695.323.796.655.400	190.751.164.895.691	16.246.173.191.143.000	6.372.975.147.661.250	32.434.189.329.335.200	3.832.458.249.968.390	7.852.085.540.481.930	8.644.056.051.532.440	19.648.630.966.312.200	0
7.595.669.983.691.270	20.711.547.021.781.800	13.486.142.191.111.200	6.192.662.700.732.340	3.282.095.661.964.850	4.524.457.460.335.960	14.810.630.407.330.600	8.802.036.522.527.100	3.403.393.176.535.200	0
816.307.638.255.827	18.316.185.283.853.600	20.335.676.509.585.400	6.028.559.416.620.540	33.308.445.479.723.700	47.529.647.082.572.900	18.248.097.886.030.000	49.604.842.402.550.400	3.287.243.970.810.310	0
8.870.278.259.927.930	19.336.994.794.404.500	16.854.129.457.255.500	5.180.105.640.804.000	3.183.546.116.426.660	35.547.092.500.991.500	19.032.218.873.257.300	58.809.199.438.070.800	418.274.066.496.293	0
8.769.676.021.676.730	2.153.687.416.311.450	13.969.438.862.550.400	7.548.543.437.259.350	32.279.907.015.152.500	3.690.166.667.859.880	1.891.918.835.431.350	5.475.521.405.592.210	37.767.184.616.875.100	0
7.790.874.862.321.430	19.647.871.239.391.300	24.061.349.595.752.900	6.785.685.189.577.220	35.011.725.381.508.200	4.715.185.363.734.340	15.343.315.642.141.500	445.446.270.683.158	3.076.214.340.708.840	0
76.512.942.259.202	2.007.170.513.198.390	11.699.133.549.843.900	6.648.272.780.493.360	34.925.544.481.084.400	42.082.836.218.685.300	18.863.817.480.730.100	5.290.885.102.166.160	32.580.416.465.868.800	0
4.771.490.668.948.940	20.037.407.558.257.100	4.800.208.459.600.110	916.523.914.539.234	34.031.017.576.890.600	3.109.278.352.799.700	1.876.832.821.249.090	6.366.415.534.150.080	3.936.972.573.012.220	0
539.205.760.659.185	19.801.716.522.795.300	19.900.407.837.851.700	7.843.225.649.588.560	34.895.192.434.938.200	41.981.395.600.739.500	146.165.091.801.181	8.056.825.164.955.270	2.978.925.444.705.380	0
5.477.283.049.476.330	16.543.609.335.155.500	29.046.083.515.231.100	5.523.010.780.807.940	3.708.930.850.920.210	4.887.745.947.823.070	17.265.186.340.258.400	8.023.479.707.714.100	63.574.385.200.674.200	0
8.347.949.482.501.880	23.120.310.142.337.300	13.533.230.032.975.100	7.623.603.583.169.210	3.136.711.274.177.520	5.273.808.709.541.480	18.663.901.084.453.100	5.805.286.607.131.870	4.217.861.430.575.850	0
6.836.224.938.677.600	16.674.296.159.202.600	24.293.172.662.812.000	6.861.235.191.713.020	3.328.815.818.756.820	3.908.049.552.883.850	1.600.699.084.141.720	8.710.192.477.874.360	3.666.613.685.710.390	0
6.490.037.174.928.900	20.554.151.716.952.500	19.397.323.888.893.300	7.894.244.798.435.490	3.685.610.730.195.570	4.797.861.954.284.080	1.580.508.483.352.710	5.698.201.953.997.930	2.430.883.294.085.320	0
664.884.918.609.138	1.816.881.220.667.940	3.073.350.383.761.230	596.127.222.367.226	34.392.522.231.141.300	2.577.041.794.322.700	1.775.844.368.068.320	35.296.181.418.536.300	4.827.527.398.066.650	0
9.323.583.858.284.500	21.271.066.980.589.000	15.751.175.300.296.700	5.501.070.114.239.310	2.968.485.120.030.000	3.997.737.042.300.340	1.062.226.549.121.730	7.455.428.505.833.690	3.006.650.221.855.860	0
458.196.872.788.087	1.860.979.152.810.740	3.389.706.820.165.680	63.584.022.962.415.500	31.655.279.138.947.800	4.063.823.779.740.670	1.969.984.804.212.280	623.233.034.807.969	4.500.207.624.732.670	0
7.884.841.993.204.570	22.924.265.983.190.000	21.733.828.043.581.600	7.903.081.469.320.270	3.151.899.837.510.020	36.877.089.370.676.000	11.635.399.275.284.000	4.980.432.225.005.690	4.631.640.754.077.160	0
6.168.838.539.281.270	23.830.104.775.006.800	24.827.516.640.873.100	77.200.109.589.287.700	26.949.017.326.233.300	4.826.733.272.625.630	22.091.990.222.757.400	7.916.928.110.264.580	4.435.760.073.378.440	0
7.230.845.306.553.170	17.757.480.307.423.300	17.864.689.385.537.900	5.818.229.015.846.420	3.435.933.323.950.080	367.689.991.785.902	19.912.950.169.640.900	5.930.305.301.704.900	5.622.018.080.855.880	0
8.693.104.326.309.320	18.477.280.935.553.400	1.328.377.805.343.000	6.521.814.669.653.310	34.855.479.203.877.100	5.609.659.101.723.100	13.978.347.933.221.600	7.173.384.510.840.360	28.982.230.607.674.300	0
479.746.018.165.997	1.903.151.268.401.930	21.280.246.558.722.700	6.188.502.911.703.340	3.267.941.937.801.370	3.574.361.933.794.980	11.713.821.016.373.500	6.386.306.845.783.820	4.038.502.789.352.140	0
9.319.176.393.077.570	19.933.356.542.130.000	14.294.240.349.959.200	7.784.940.449.239.420	3.660.517.518.808.900	33.844.144.996.454.000	15.215.292.663.693.700	6.339.146.814.555.410	4.129.230.416.389.850	0
758.168.757.744.945	18.074.914.015.853.400	119.892.462.425.416	4.977.306.609.069.510	32.817.697.771.424.700	6.178.835.131.421.280	1.356.125.295.056.430	3.921.591.747.967.700	4.457.282.487.105.630	0
5.348.213.658.597.060	23.266.850.873.112.700	11.797.920.916.457.100	7.816.284.866.414.020	31.298.675.321.568.100	37.191.064.735.605.100	11.975.680.496.544.700	6.579.702.323.523.550	33.111.681.102.507.300	0
5.487.876.362.610.190	17.920.698.312.178.700	20.162.018.617.866.800	5.211.430.347.967.570	3.052.641.420.711.420	5.106.093.850.554.350	12.588.474.813.106.400	5.886.155.797.518.670	4.223.576.482.290.000	0
831.595.907.145.097	2.212.702.227.529.170	16.123.304.450.528.000	947.580.112.878.229	3.481.773.307.361.860	5.016.739.825.863.520	22.159.747.227.563.200	7.536.497.409.259.990	27.602.125.735.682.400	0
855.107.774.771.961	21.641.593.213.399.500	28.909.290.284.153.000	6.936.782.341.455.180	2.952.237.066.551.880	51.089.500.072.429.800	162.023.714.425.128	7.985.932.285.927.390	4.046.379.690.043.380	0
6.013.160.966.461.110	21.884.325.608.559.000	21.573.747.571.113.900	929.585.200.073.896	3.211.683.132.149.530	4.442.766.349.599.710	14.744.347.366.499.900	6.244.323.904.691.300	3.455.622.540.984.070	0
5.744.067.537.432.680	17.385.088.155.056.000	2.839.199.818.542.170	7.017.330.330.753.130	35.546.158.888.444.300	33.606.180.305.762.900	16.895.179.709.073.200	6.544.736.154.096.910	31.716.552.079.647.300	0
11.027.879.862.695.200	22.832.279.760.079.900	13.124.105.636.341.500	75.166.432.155.506.200	3.193.540.394.138.710	3.762.319.179.250.840	8.033.858.640.214.070	48.529.037.926.729.500	4.178.897.908.640.160	0
6.729.580.190.108.560	24.216.414.593.357.200	1.797.555.322.701.790	9.808.651.156.000.300	3.222.351.014.670.930	44.085.943.483.462.100	1.357.122.271.670.970	6.217.947.698.396.130	4.003.458.052.258.930	0
7.159.398.310.953.250	171.816.105.324.697	28.954.801.012.055.500	5.817.090.294.681.830	3.573.287.587.922.070	5.305.264.113.279.310	1.811.704.225.580.010	7.909.444.034.942.160	3.254.926.496.664.730	0
6.209.697.436.775.350	1.693.185.048.169.170	22.610.768.713.435.300	487.541.388.108.418	3.273.799.385.347.760	5.492.767.282.750.740	1.701.511.804.175.400	51.505.508.284.888.900	3.893.766.831.260.580	0
9.608.533.593.881.910	23.134.022.823.516.100	4.544.841.717.583.640	65.778.340.481.222.400	30.092.232.972.838.100	32.890.449.423.468.200	11.789.619.287.242.200	7.856.818.211.662.690	30.427.969.437.914.900	0
8.697.122.159.630.040	16.645.277.418.872.500	27.752.000.239.563.800	5.350.923.532.087.750	3.722.640.993.858.730	39.355.579.570.931.300	13.748.667.952.485.500	750.245.446.082.447	4.180.567.592.572.650	0
7.748.928.548.486.430	1.988.430.942.320.290	1.893.993.665.488.090	73.758.831.019.097.100	3.168.202.484.300.600	3.684.028.571.359.740	9.984.033.412.182.150	6.525.155.080.129.820	31.369.450.065.480.100	0
7.117.917.746.068.100	21.611.631.856.933.100	20.067.572.788.819.700	9.605.650.817.390.330	3.490.849.489.661.230	33.197.166.097.165.400	17.539.129.697.152.900	8.403.285.791.706.680	4.213.567.957.421.260	0
831.002.902.004.885	21.269.827.636.661.700	40.936.153.391.245.500	7.703.374.743.177.980	3.012.544.217.151.510	36.543.121.248.890.200	1.297.186.896.038.200	7.048.525.056.030.900	4.775.784.922.040.900	0
55.242.965.308.965.000	15.714.242.432.238.900	26.220.174.214.138.100	6.344.585.274.835.140	379.788.376.466.985	47.534.227.152.384.000	16.903.180.314.450.700	5.110.661.420.520.590	40.333.912.177.420.700	0
10.201.425.755.101.000	19.079.907.898.724.500	8.918.892.600.033.820	48.998.748.098.928	3.064.953.694.983.070	3.313.789.519.350.310	18.525.433.629.799.000	6.854.744.753.582.540	3.964.449.588.219.740	0
53.681.257.542.274.500	1.909.379.792.827.230	32.619.312.974.501.000	8.098.838.844.819.450	3.513.581.338.262.000	4.356.664.691.770.230	11.983.635.213.850.300	1.079.008.419.398.940	20.041.425.861.250.200	0
8.937.802.407.855.280	1.479.168.920.753.450	1.056.246.053.906.740	3.694.274.998.949.450	371.176.313.238.755	48.032.021.765.647.300	16.980.754.992.450.200	61.158.047.400.642.200	2.831.234.425.504.200	0
812.420.782.636.168	20.750.951.515.100.200	26.489.114.701.279.100	854.083.737.580.695	3.180.596.239.862.970	43.162.567.719.310.700	1.007.559.844.389.730	6.398.422.489.979.380	472.445.657.765.958	0
7.184.973.118.804.080	20.107.921.937.827.300	25.234.427.972.105.400	521.668.448.428.477	2.837.446.115.636.520	3.840.115.576.156.740	12.427.538.333.244.600	23.136.611.018.123.200	3.665.410.662.111.120	0
5.319.769.072.934.940	20.420.207.196.666.600	22.390.795.565.630.600	8.053.558.881.344.850	31.502.750.450.181.600	39.911.902.542.389.400	1.397.408.472.536.070	8.315.799.710.462.970	29.257.320.397.061.300	0
6.369.111.631.336.880	23.534.094.272.075.200	3.445.680.113.231.400	9.170.939.959.898.560	2.953.505.243.085.840	3.574.172.847.663.840	921.326.753.890.105	59.280.269.238.980.800	22.759.034.613.820.800	0
6.733.493.842.280.840	1.975.626.645.967.170	27.430.441.731.073.500	6.035.086.878.051.120	3.039.376.700.929.240	3.976.849.857.048.670	19.394.026.670.078.900	54.510.725.138.101.800	3.178.003.604.766.860	0
6.883.015.402.442.050	2.105.022.172.113.450	14.298.410.462.069.000	7.243.682.989.120.730	31.675.388.888.064.800	570.424.258.610.733	15.958.333.509.435.800	7.061.583.215.486.600	4.102.291.769.099.020	0
8.013.516.428.610.770	22.515.645.195.667.900	20.375.668.273.694.200	78.373.976.498.836.000	3.085.948.104.416.430	3.820.142.488.688.150	12.666.016.328.769.000	7.876.705.221.845.320	44.449.005.904.963.500	0
827.205.509.125.987	20.422.532.906.846.200	24.196.522.678.757.300	844.840.522.471.032	3.328.903.824.590.430	50.068.487.324.886.700	15.157.407.524.684.300	7.102.274.371.395.470	5.140.207.742.689.400	0
8.746.985.976.471.960	14.839.372.373.034.000	22.174.781.140.510.200	5.459.171.832.896.890	36.936.988.130.891.700	4.073.808.248.759.780	15.892.078.526.968.600	7.216.401.932.471.840	47.637.305.356.972.200	0
8.154.840.855.474.220	20.231.733.476.003.500	25.620.771.365.199.700	7.651.668.437.911.800	3.672.242.972.013.080	5.978.700.731.609.190	11.802.846.743.479.200	7.238.476.153.380.520	3.696.327.574.847.770	0
9.045.720.545.334.610	22.218.416.908.873.600	22.829.110.842.069.400	7.609.833.075.619.990	29.306.245.930.229.600	5.587.478.629.141.490	1.535.758.277.142.420	4.455.526.428.426.120	4.213.700.443.947.220	0
8.922.409.558.967.970	20.752.072.640.009.900	1.329.192.260.936.970	8.560.537.109.298.670	3.579.443.267.771.910	4.685.383.258.139.990	15.692.738.321.524.000	1.072.823.286.499.230	4.081.728.016.204.540	0
596.130.157.218.858	18.210.899.501.828.200	23.926.078.824.959.200	61.887.903.080.650.600	36.497.549.898.448.100	5.675.261.592.301.330	7.791.637.810.541.030	58.174.825.290.484.300	491.958.504.678.586	0
8.184.410.006.452.290	16.663.655.383.023.800	17.944.852.375.346.700	4.038.955.038.706.490	33.195.419.943.711.200	36.323.575.563.239.300	1.253.583.833.166.140	56.310.592.251.147.400	45.990.822.001.408.900	0
7.636.454.091.471.830	23.893.607.434.384.900	1.813.626.158.474.800	11.086.526.251.113.600	3.515.588.107.416.260	5.149.640.600.608.640	8.637.461.294.328.710	5.560.351.213.195.100	33.329.064.973.828.000	0
77.753.855.932.769.600	19.307.716.833.624.200	15.704.482.092.929.500	78.811.972.419.552.600	32.433.620.298.187.700	30.175.347.653.703.700	13.378.164.811.882.500	8.905.195.716.873.550	33.094.717.160.131.500	0
7.617.148.870.829.690	19.660.694.201.188.700	27.080.268.722.211.700	73.827.548.827.212	34.517.988.734.636.000	3.290.166.463.536.920	8.547.283.221.007.030	601.447.024.187.457	23.915.400.059.994.000	0
6.664.934.584.402.660	2.187.700.083.539.570	16.477.350.806.119.300	7.325.000.809.399.830	2.998.465.234.888.420	41.230.858.785.515.200	17.192.685.258.211.400	4.103.578.908.801.760	45.021.382.137.389.800	0
881.535.795.265.852	20.833.108.404.702.900	26.780.691.787.331.600	7.223.961.867.464.940	3.291.196.851.014.230	4.304.068.942.916.540	7.151.750.616.262.850	8.841.329.592.006.830	2.875.880.180.472.330	0
7.765.635.561.977.190	17.318.556.894.396.400	13.736.342.035.671.100	6.984.101.860.179.180	3.598.136.999.394.830	35.599.802.591.894.900	11.515.123.021.868.900	39.550.476.031.066.400	3.214.449.639.874.840	0
8.567.043.820.038.330	16.021.786.704.107.700	23.683.110.189.971.600	4.286.930.404.603.040	36.028.628.191.117.700	49.051.253.888.233.500	9.027.167.171.997.120	6.747.622.913.468.430	28.049.268.236.561.300	0
6.994.194.675.250.790	21.666.531.857.869.600	23.027.385.262.019.300	979.632.989.498.925	38.215.297.740.207.700	369.468.072.066.889	18.967.258.633.388.200	5.965.152.320.854.080	4.398.900.709.483.940	0
33.445.885.334.830.200	1.564.799.268.388.040	5.533.470.279.929.280	8.530.101.581.463.270	3.711.477.704.350.850	48.563.114.780.716.000	16.980.609.973.919.600	696.224.900.678.997	257.514.103.097.745	0
7.774.468.468.846.810	21.675.287.219.198.000	22.316.398.283.637.100	79.475.341.311.894.900	38.504.343.760.501.600	288.068.577.690.003	14.136.699.006.023.400	6.886.186.084.786.500	38.910.973.336.994.900	0
72.034.388.489.879.800	1.684.453.578.758.030	22.826.484.697.453.900	6.283.249.716.056.100	27.189.204.467.895	4.373.708.632.363.270	16.410.654.069.644.000	645.059.225.796.531	6.389.161.009.216.360	0
6.150.487.600.902.440	24.088.842.236.487.100	6.342.502.842.776.540	9.609.895.813.228.700	42.134.318.649.952.400	3.543.925.258.525.220	12.340.384.227.384.600	8.323.866.138.787.500	3.551.655.811.015.030	0
6.767.523.658.273.500	20.375.105.571.618.700	2.116.272.673.490.320	5.232.749.727.921.740	25.106.238.395.824.900	33.490.537.583.271	1.321.432.417.038.470	7.986.300.940.720.740	33.002.534.975.545.200	0
6.744.799.074.889.900	20.408.431.824.790.800	20.215.697.516.941.800	6.125.251.637.811.490	3.045.279.373.540.630	5.443.393.171.362.820	12.014.243.001.325.100	726.080.760.823.959	486.854.263.008.631	0
7.603.775.446.495.930	21.468.277.802.536.400	11.459.622.444.976.500	10.999.995.159.050.400	3.989.208.685.532.550	3.210.690.740.723.770	12.010.675.957.758.000	58.100.706.666.696.700	35.849.850.237.337.200	0
8.546.145.555.159.870	17.784.624.444.839.000	23.349.485.416.834.100	7.652.073.244.872.570	3.528.170.526.993.690	4.133.215.995.216.600	12.357.385.264.920.700	10.884.956.802.943.500	3.505.300.168.213.530	0
543.251.208.523.776	23.135.157.576.029.800	14.970.647.243.569.800	9.180.703.191.789.360	40.998.846.079.591.100	4.488.647.411.014.510	10.838.248.822.952.700	6.554.821.585.708.560	38.744.253.151.616.000	0
771.408.935.995.488	19.473.828.216.189.600	27.336.962.623.971.100	7.631.357.065.523.390	3.220.729.562.813.030	34.782.920.330.934.200	10.641.789.193.560.700	63.722.932.912.340.600	31.825.828.574.638.700	0
7.845.879.929.236.750	19.378.499.977.048.100	13.769.860.237.879.800	9.007.161.200.505.020	3.436.208.231.859.240	51.030.560.298.607.700	13.767.801.756.435.300	9.917.559.466.917.600	3.667.154.204.946.090	0
715.642.449.459.831	19.799.353.750.698.200	27.025.206.963.024.600	6.734.527.285.410.930	3.597.105.171.689.740	4.484.571.606.938.770	12.511.973.428.093.400	4.929.984.943.296.890	29.584.147.115.900.300	0
477.522.195.583.692	23.199.857.860.738.700	13.978.172.660.188.400	9.422.100.574.893.720	38.921.958.563.818.000	5.260.676.510.079.780	17.207.494.384.162.900	7.394.096.996.938.440	32.230.808.645.202.300	0
7.741.245.058.636.740	2.182.371.864.747.570	22.824.699.465.157.200	8.696.478.833.800.820	36.399.274.772.202.100	5.210.162.605.795.930	15.310.631.395.152.200	737.230.701.214.078	37.411.433.659.749.600	0
418.749.081.481.174	2.083.741.880.955.510	21.809.709.834.295.900	584.611.204.151.865	3.274.742.030.687.980	2.645.080.825.120.700	11.235.144.226.195.400	4.668.259.729.003.300	4.592.959.344.095.940	0
78.080.122.115.602.700	17.979.991.660.751.600	17.037.725.367.080.400	6.378.364.493.521.160	34.807.151.056.265.600	590.060.545.946.643	12.092.499.340.332.400	8.159.236.187.913.100	4.165.549.905.534.820	0
5.895.948.983.187.190	1.871.536.165.953.960	37.118.255.436.109.500	4.600.729.970.888.520	25.315.846.862.252.400	5.311.691.008.772.790	11.410.183.554.311.500	7.728.655.066.652.700	3.659.652.967.576.400	0
7.269.652.252.805.360	15.515.752.028.729.100	3.116.136.838.769.930	318.118.329.063.755	2.447.951.979.260.920	50.601.013.523.242.800	17.385.514.977.402.000	7.311.505.279.347.210	3.789.236.756.581.050	0
